2.30622,5.98906
2.42736,42.9029
2.53402,52.319
2.6425,52.3873
2.75197,51.3065
2.87194,42.0888
2.99193,37.7728
3.11223,42.4375
3.24953,34.3538
3.37316,38.6605
3.49426,46.5627
3.61557,39.2338
3.73276,42.428
3.86089,36.2924
3.97667,46.0294
4.10455,37.0204
4.23328,36.9878
4.35486,40.8093
4.81148,34.8722
5.06203,21.3475
5.18115,46.9865
5.2995,47.0391
5.41794,37.5585
5.52659,58.5847
5.62247,51.4051
5.72903,46.9573
5.83264,43.261
5.94466,47.6167
6.0421,54.3727
6.14167,56.9618
6.24275,47.1269
6.34992,52.7651
6.44848,47.9087
6.59515,27.8177
6.74218,30.2963
6.92859,27.6129
7.08368,33.7915
7.24633,32.6223
7.42122,22.9732
7.59922,25.4052
7.7257,48.698
7.82084,56.5001
7.91787,52.3035
8.0217,54.4319
8.12194,52.6592
8.22575,41.0191
8.32128,52.111
8.42496,54.7142
8.53343,39.5295
8.64775,45.4582
8.73812,64.3075
8.85371,39.6105
8.94902,52.5234
9.06509,45.8875
9.17166,47.4401
9.2648,60.1522
9.35736,48.7985
9.46562,40.2995
9.56877,60.2877
9.66028,56.8591
9.76371,51.3433
9.87231,45.1351
9.97022,57.2289
10.0802,47.4461
10.1731,52.3738
10.2653,60.4625
10.3509,56.8396
10.4557,47.2034
10.5566,51.1677
10.6498,54.9925
10.7368,59.2015
10.8327,65.754
10.9425,48.4494
11.0458,44.7311
11.1309,57.0416
11.2178,65.3291
11.3225,48.1263
11.4132,67.8252
11.5083,60.248
11.5935,77.7124
11.6871,61.1183
11.7899,49.9047
11.8951,50.5235
11.993,51.3134
12.0996,44.3967
12.1889,54.516
12.2821,53.4455
12.3876,39.0723
12.4984,45.434
12.6441,31.8579
12.8903,14.5848
13.0555,36.8766
13.1837,58.4606
13.2857,50.752
13.3823,55.8366
13.4664,62.3118
13.5591,59.3821
13.6462,74.2984
13.7394,56.1205
13.8295,53.8585
13.9228,47.556
14.0117,65.2389
14.0972,49.9159
14.1806,62.1641
14.2784,49.3183
14.3791,59.422
14.4626,58.2895
14.5577,52.3428
14.6452,69.3908
14.7394,54.781
14.8279,51.3085
14.9228,48.2245
15.0158,60.3111
15.106,52.1757
15.1969,53.5244
15.2832,62.3221
15.3791,54.4219
15.4719,58.3215
15.5686,57.6575
15.6674,46.9008
15.7567,54.8195
15.8588,50.6423
15.9441,64.9112
16.0435,51.6386
16.1305,63.3265
16.2223,53.7602
16.3126,60.8627
16.4052,56.864
16.4957,53.4639
16.5884,49.7565
16.6801,49.7098
16.7699,57.0084
16.8655,51.2648
16.9582,49.6009
17.0481,63.5514
17.1281,63.4023
17.2105,75.1053
17.3122,52.2282
17.395,64.8444
17.4938,44.8204
17.5934,59.0511
17.6875,55.7519
17.7766,47.2826
17.8802,44.0775
17.9582,73.2504
18.0426,61.7957
18.1273,61.8375
18.2111,64.0431
18.298,63.9334
18.3907,62.4308
18.4796,51.1558
18.5746,44.6549
18.6595,62.9322
18.7518,60.9874
18.8401,50.8699
18.9312,62.5429
19.0156,67.6019
19.0969,57.8224
19.1896,67.4041
19.2765,58.3653
19.3759,44.7183
19.4575,61.6131
19.5429,69.7453
19.6272,66.4469
19.712,56.2505
19.8014,62.9337
19.8935,62.9098
19.9821,61.9489
20.0674,59.9697
20.1599,60.9075
20.247,58.283
20.3364,53.3551
20.4242,65.8521
20.514,43.1743
20.5948,65.7687
20.685,54.8581
20.7763,55.0978
20.8735,47.5244
20.9578,56.3942
21.0424,60.7385
21.1267,47.2497
21.2163,58.8281
21.3043,64.6908
21.3926,76.2997
21.4744,58.1232
21.5569,58.2972
21.6476,58.0633
21.7306,61.9388
21.8264,43.0956
21.92,54.0608
22.0113,57.1869
22.0922,59.4634
22.1726,66.5237
22.2639,47.6184
22.3576,40.8937
22.4459,65.4227
22.5351,68.5237
22.627,46.5373
22.7103,57.2079
22.8014,58.2395
22.8914,64.6987
22.9735,72.4865
23.064,44.3224
23.1548,65.0499
23.2455,51.6275
23.3442,49.0843
23.4445,46.88
23.5411,66.7753
23.6396,57.3342
23.7329,60.5413
23.8247,54.4487
23.9275,47.4129
24.0139,54.1581
24.107,50.9639
24.191,65.489
24.2792,54.1637
